# OQ-190 promoted_audit_edges.tsv — forward-citations from the ACTIVE surface into
# audits/. Standing artifact: names the historical records promoted to live, so a
# future shift in OQ-118's finding does not have to re-derive the edge list.
file	line	target	text
docs/project_orientation.md	297	audits/2026-05-08_sheaf	**Source:** `audits/2026-05-08_sheaf/sheaf_audit_writeup.md`, `audits/2026-05-08_sheaf/sheaf_audit_results.{md,json}`, `python/sheaf_audit.py`.
docs/project_orientation.md	347	audits/2026-05-08_metric_two_hub	**Source:** `audits/2026-05-08_metric_two_hub/metric_audit_writeup.md` Audit 2. Hub2 partial ρ exceeds Hub1 by ≥ 0.10 under Metrics A, B, D, E. The exception is
docs/project_orientation.md	357	audits/2026-05-08_metric_two_hub	**Source:** `audits/2026-05-08_metric_two_hub/metric_audit_writeup.md` Audit 3; `audits/2026-05-17_audit3_profile_accumulation/audit3_te_robustness.{md,json}`.
docs/project_orientation.md	357	audits/2026-05-17_audit3_profile_accumulation	**Source:** `audits/2026-05-08_metric_two_hub/metric_audit_writeup.md` Audit 3; `audits/2026-05-17_audit3_profile_accumulation/audit3_te_robustness.{md,json}`.
docs/project_orientation.md	365	audits/2026-05-08_metric_two_hub	**Source:** `audits/2026-05-08_metric_two_hub/metric_audit_writeup.md`; surfaced from audit of `prolog/constraint_indexing.pl:381–406`.
docs/project_orientation.md	373	audits/2026-05-29_bc_coupling	**Source:** `coupling_structure_evidence.md` §3; `audits/2026-05-29_bc_coupling/bc_coupling_audit.{md,json}`; `python/bc_coupling_audit.py`.
docs/project_orientation.md	387	audits/2026-05-08_sheaf	**Source:** `audits/2026-05-08_sheaf/sheaf_audit_writeup.md`; `audits/2026-05-08_sheaf/sheaf_audit_results.{md,json}`; `python/sheaf_audit.py`.
docs/project_orientation.md	387	audits/2026-05-08_sheaf	**Source:** `audits/2026-05-08_sheaf/sheaf_audit_writeup.md`; `audits/2026-05-08_sheaf/sheaf_audit_results.{md,json}`; `python/sheaf_audit.py`.
docs/project_orientation.md	434	audits/2026-05-08_sheaf	**Source:** `coupling_structure_evidence.md` §7 first pointer; `audits/2026-05-08_sheaf/sheaf_audit_writeup.md` remaining open items.
docs/project_orientation.md	446	audits/2026-05-08_sheaf	**Source:** `audits/2026-05-08_sheaf/sheaf_audit_writeup.md` §8.
docs/project_orientation.md	452	audits/2026-05-08_sheaf	**Source:** Derived from `audits/2026-05-08_sheaf/sheaf_audit_writeup.md` §6 type-breakdown finding.
docs/project_orientation.md	474	audits/2026-05-08_metric_two_hub	Completed audit passes follow: **recon** (establish what data exists, what questions are answerable) → **proposal** (state exactly what will be run and what wou
docs/project_orientation.md	474	audits/2026-05-08_metric_two_hub	Completed audit passes follow: **recon** (establish what data exists, what questions are answerable) → **proposal** (state exactly what will be run and what wou
docs/project_orientation.md	474	audits/2026-05-08_sheaf	Completed audit passes follow: **recon** (establish what data exists, what questions are answerable) → **proposal** (state exactly what will be run and what wou
docs/project_orientation.md	499	audits/2026-05-02_trifurcation_mapping	- `audits/2026-05-02_trifurcation_mapping/trifurcation_mapping_audit.md` — Module-level audit of trifurcation coverage; the audit whose frame-drift is diagnosed
docs/project_orientation.md	508	audits/2026-04-14_blocking_gate	- `audits/2026-04-14_blocking_gate/`, `audits/2026-02-23_false_ci_rope/`, `audits/2026-02-23_scaffold_piton_gate/`, `audits/2026-03-07_logic_divergence/`, `audi
docs/project_orientation.md	508	audits/2026-02-23_false_ci_rope	- `audits/2026-04-14_blocking_gate/`, `audits/2026-02-23_false_ci_rope/`, `audits/2026-02-23_scaffold_piton_gate/`, `audits/2026-03-07_logic_divergence/`, `audi
docs/project_orientation.md	508	audits/2026-02-23_scaffold_piton_gate	- `audits/2026-04-14_blocking_gate/`, `audits/2026-02-23_false_ci_rope/`, `audits/2026-02-23_scaffold_piton_gate/`, `audits/2026-03-07_logic_divergence/`, `audi
docs/project_orientation.md	508	audits/2026-03-07_logic_divergence	- `audits/2026-04-14_blocking_gate/`, `audits/2026-02-23_false_ci_rope/`, `audits/2026-02-23_scaffold_piton_gate/`, `audits/2026-03-07_logic_divergence/`, `audi
docs/project_orientation.md	508	audits/2026-02-23_report_generator	- `audits/2026-04-14_blocking_gate/`, `audits/2026-02-23_false_ci_rope/`, `audits/2026-02-23_scaffold_piton_gate/`, `audits/2026-03-07_logic_divergence/`, `audi
docs/repair_dynamics.md	79	audits/2026-06-10_signature_liveness_crosscorpus	> `audits/2026-06-10_signature_liveness_crosscorpus/dmv_cell_control.out`.
docs/repair_dynamics.md	88	audits/2026-06-11_oq90_piton_refinement	> open question. Audit: `audits/2026-06-11_oq90_piton_refinement/`.
docs/repair_dynamics.md	171	audits/2026-06-26_oq91_repair	`repair_transitions` field is added; `audits/2026-06-26_oq91_repair/`).
docs/seat-theorem-v1.md	15	audits/2026-07-25_oq255_seat_cost_measure	`audits/2026-07-25_oq255_seat_cost_measure/`)*
docs/seat-theorem-v1.md	158	audits/2026-07-25_oq255_seat_cost_measure	Under the graded seat-cost this requirement stops being a virtue and becomes a gate: **the battery must contain a question that can positively return an answer 
docs/seat-theorem-v1.md	249	audits/2026-07-25_oq255_seat_cost_measure	`audits/2026-07-25_oq255_seat_cost_measure/`; adjudication record in ISSUES OQ-253 /
docs/technical/build_discipline.md	340	audits/2026-07-12_oq207_stakeholder_h1	(`audits/2026-07-12_oq207_stakeholder_h1/`, `audits/2026-07-12_oq217_consensus_tightening/`.)
docs/technical/build_discipline.md	340	audits/2026-07-12_oq217_consensus_tightening	(`audits/2026-07-12_oq207_stakeholder_h1/`, `audits/2026-07-12_oq217_consensus_tightening/`.)
docs/technical/build_discipline.md	729	audits/2026-06-24_oq41_basex_t0	don't let off-grid-ness *fail-close real data away*. (Provenance: `audits/2026-06-24_oq41_basex_t0/`,
docs/technical/build_discipline.md	861	audits/2026-06-11_oq97_pattern6_census	(`audits/2026-06-11_oq97_pattern6_census/`, OQ-97 resolved) — 19 idiom classes over 106 files;
docs/technical/build_discipline.md	944	audits/2026-06-21_oq138_...	| 2026-08-17 | audit artifact | `audits/2026-06-21_oq138_.../fcr_ablation.pl:23` | OQ-298 consumer enumeration |
docs/technical/build_discipline.md	1162	audits/2026-07-01_oq45_oq52_hidden_winners	Evidence: `audits/2026-07-01_oq45_oq52_hidden_winners/b3_rubric_and_strata_registration.md`
docs/technical/build_discipline.md	1288	audits/2026-08-10_oq277_rq2_crosscoding	Witnessed 2026-08-10 (OQ-277, `audits/2026-08-10_oq277_rq2_crosscoding/frame/`). A sampling
docs/technical/build_discipline.md	1593	audits/2026-06-22_oq20_dr_baseline_diff	diff, `audits/2026-06-22_oq20_dr_baseline_diff/`.)
docs/technical/build_discipline.md	1613	audits/2026-07-12_oq207_stakeholder_h1	post-read fabrication. (OQ-207 census design D8, `audits/2026-07-12_oq207_stakeholder_h1/`:
docs/technical/build_discipline.md	1638	audits/2026-06-20_oq69_ledger_drain	`audits/2026-06-20_oq69_ledger_drain/`.
docs/technical/build_discipline.md	1667	audits/2026-07-13_oq214_theme_meter	above everything good and essentially never fires. (OQ-214; `audits/2026-07-13_oq214_theme_meter/`.)
docs/technical/build_discipline.md	1717	audits/2026-06-25_oq182_trajectory_revive	family-meaning gate, `audits/2026-06-25_oq182_trajectory_revive/`) added four rules to the
docs/technical/build_discipline.md	1807	audits/2026-06-29_oq23_coexists_fpn_canary	Instance (OQ-23, `audits/2026-06-29_oq23_coexists_fpn_canary/`): "the typed `cs_reading_relation`
docs/technical/build_discipline.md	1873	audits/2026-07-17_oq60_purity_absence	Provenance: `audits/2026-07-17_oq60_purity_absence/` (PREFLIGHT / WITNESS_CLATENT /
docs/technical/build_discipline.md	1950	audits/2026-06-11_oq109_phase_b	Witnessed pair: `audits/2026-06-11_oq109_phase_b/b3_unanimity_pattern3_diff.out` (the
docs/technical/build_discipline.md	1962	audits/2026-07-17_oq60_purity_absence	`audits/2026-07-17_oq60_purity_absence/WITNESS_CFLOOR_2026-07-23.md`.
docs/technical/build_discipline.md	2043	audits/2026-07-23_oq232_falsifier_redesign	Instance, probe, and per-position witness: `audits/2026-07-23_oq232_falsifier_redesign/`; class
docs/technical/build_discipline.md	2097	audits/2026-08-09_oq262_coexists_severance	`audits/2026-08-09_oq262_coexists_severance/PREREGISTRATION.md` — use it as the template):
docs/technical/build_discipline.md	2137	audits/2026-08-07_oq261_forced_gluing	`audits/2026-08-07_oq261_forced_gluing/`):** seat types are story-derived and seats have
docs/technical/build_discipline.md	2166	audits/2026-08-17_oq285_mode3_measurement_arm	**The witnessed failure rate (2026-08-17, OQ-285, `audits/2026-08-17_oq285_mode3_measurement_arm/`):
docs/technical/build_discipline.md	2442	audits/2026-08-10_oq277_rq2_crosscoding	(`audits/2026-08-10_oq277_rq2_crosscoding/SPEC_next_preregistration.md` §1).
docs/technical/build_discipline.md	2712	audits/2026-08-09_oq151_dual_gauge	(`audits/2026-08-09_oq151_dual_gauge/consumer_sweep.txt`, per-claim verdicts in its WRITEUP §3)
docs/technical/bulk_corpus_generation.md	196	audits/2026-07-20_five_leg_twin_comparison	reading cross-model differences as model-quality; `audits/2026-07-20_five_leg_twin_comparison/`.
docs/technical/census_perturbation_sweep.md	92	audits/2026-06-16_census_sweep	`audits/2026-06-16_census_sweep/`. The census itself: `prolog/commentary_census.pl`
docs/technical/classify_at_time_wiring.md	12	audits/2026-06-11_oq46_close	> **RULED 2026-06-11 (OQ-46 resolved; `audits/2026-06-11_oq46_close/`).** The scalar fallback is
docs/technical/classify_at_time_wiring.md	21	audits/2026-06-11_oq46_backed_reconciliation	> **BUCKETED 2026-06-11 (same-day follow-on; `audits/2026-06-11_oq46_backed_reconciliation/`).**
docs/technical/codraw_replication.md	8	audits/2026-08-14_cheap_confession_codraw_replication	`audits/2026-08-14_cheap_confession_codraw_replication/`.
docs/technical/corpus_text_extraction_gotchas.md	9	audits/2026-06-04_oq65_bait_census	`audits/2026-06-04_oq65_bait_census/writeup.md` and KNOWN_STATE same date.
docs/technical/corpus_text_extraction_gotchas.md	91	audits/2026-06-04_oq65_bait_census	`audits/2026-06-04_oq65_bait_census/writeup.md` §Classification rules.
docs/technical/doc_pattern_check.md	118	audits/2026-08-10_oq277_rq2_crosscoding	- `audits/2026-08-10_oq277_rq2_crosscoding/PREREGISTRATION.md:350,356` — **md5-frozen and
docs/technical/doc_pattern_check.md	166	audits/2026-08-14_oq278_index_collision	Built 2026-08-14 under OQ-278 (`audits/2026-08-14_oq278_index_collision/`), whose
docs/technical/doc_pattern_check.md	216	audits/2026-08-14_oq278_index_collision	`audits/2026-08-14_oq278_index_collision/WRITEUP.md` §4.
docs/technical/generator_emission_map.md	108	audits/2026-06-29_oq23_coexists_fpn_canary	`audits/2026-06-29_oq23_coexists_fpn_canary/`.
docs/technical/generator_emission_map.md	112	audits/2026-05-31_wiring_gap_census	- `audits/2026-05-31_wiring_gap_census/wiring_gap_census.md` + ISSUES.md **OQ-35–OQ-44** — the prompt↔schema↔engine
docs/technical/omega_resolver.md	74	audits/2026-06-14_omega_type_diagnostic_poc	A separate POC (`audits/2026-06-14_omega_type_diagnostic_poc/`) types omegas by *which resolution
docs/technical/signature_detection_wiring.md	180	audits/2026-06-21_oq138_fsm_route_conversion	rule, not an edge case. Full witness: `audits/2026-06-21_oq138_fsm_route_conversion/`.
docs/technical/signature_detection_wiring.md	216	audits/2026-06-21_maxent_seat_aware	tops). Full witness: `audits/2026-06-21_maxent_seat_aware/`.
docs/technical/swipl_load_path_and_probe_gotchas.md	153	audits/2026-07-17_oq60_purity_absence	`audits/2026-07-17_oq60_purity_absence/clatent_witness.py`); a probe whose baseline rides a
docs/technical/swipl_load_path_and_probe_gotchas.md	193	audits/2026-06-04_fnl_bait_confound	`audits/2026-06-04_fnl_bait_confound/fnl_probe0_file_constraint_map.json`). Both demos exist
docs/technical/swipl_load_path_and_probe_gotchas.md	268	audits/2026-06-04_fnl_bait_confound	Witnessed end-to-end: OQ-70 Probe 2 (`audits/2026-06-04_fnl_bait_confound/`), where 809/827
docs/technical/swipl_load_path_and_probe_gotchas.md	367	audits/2026-06-28_oq22_hub_starvation	(`audits/2026-06-28_oq22_hub_starvation/`; `python/audits/oq22_grid.py`, `oq22_controls.py`):
docs/the_perturbation_principle.md	316	audits/2026-07-03_oq72_concept_key_pilot	> fail-closed — `audits/2026-07-03_oq72_concept_key_pilot/`). This does NOT promote axis B to
docs/trajectory_implementation_notes.md	24	audits/2026-06-25_oq182_trajectory_revive	`audits/2026-06-25_oq182_trajectory_revive/` (`c_null_harness.pl`, `c_null_results.log`,
docs/trajectory_implementation_notes.md	37	audits/2026-06-25_oq182_trajectory_revive	`audits/2026-06-25_oq182_trajectory_revive/c2_domain_finding.md`). **Never cite a twin count as a
